, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,video,frame,GMM,GMM_probs
404,0.98,1,0.0,0.0,1.22,0.0,1.81,2.7,0.07,1.35,1.34,0.61,0.45,0.32,0.0,0.0,0.99,0.19,0.38,42,10,1,0.9996613182250886
405,0.98,1,0.04,0.0,0.82,0.0,1.23,1.65,0.0,0.96,1.06,0.47,0.37,0.5,0.05,0.0,0.57,0.7,0.23,42,11,1,0.9994996781843297
406,0.98,1,0.04,0.0,0.47,0.0,1.17,1.46,0.0,0.83,1.26,0.6,0.26,0.32,0.05,0.0,0.62,0.65,0.11,42,12,1,0.9981318233956397
407,0.88,1,0.04,0.0,0.54,0.0,1.09,1.18,0.0,0.69,1.23,0.57,0.27,0.31,0.05,0.0,0.81,0.89,0.12,42,13,1,0.9987133686857804
408,0.98,1,0.0,0.0,0.33,0.0,1.61,1.73,0.0,0.87,1.83,0.48,0.5,0.08,0.0,0.06,1.13,0.39,0.01,42,14,1,0.9999308811073382
409,0.98,1,0.0,0.0,0.23,0.0,1.68,1.83,0.0,1.19,1.89,0.1,0.56,0.08,0.0,0.12,1.08,0.29,0.01,42,15,1,0.999978508317735
410,0.98,1,0.0,0.08,0.09,0.0,1.71,1.55,0.0,1.0,1.86,0.02,0.48,0.0,0.0,0.15,0.58,0.01,0.0,42,16,5,0.9919209597557918
411,0.88,1,0.07,0.08,0.31,0.0,1.6,1.33,0.24,0.83,1.8,0.31,0.12,0.28,0.0,0.25,0.26,0.0,0.01,42,17,8,0.9992920849282935
412,0.93,1,0.07,0.08,0.44,0.0,1.46,1.22,0.26,0.79,1.66,0.59,0.0,0.45,0.0,0.31,0.0,0.0,0.11,42,18,8,0.9913448067526499
413,0.98,1,0.07,0.0,0.56,0.0,1.24,1.19,0.26,0.93,1.61,0.78,0.0,0.54,0.0,0.45,0.0,0.0,0.11,42,19,1,0.9999996346015588
414,0.93,1,0.01,0.0,0.51,0.0,1.23,1.5,0.13,0.79,1.44,0.63,0.0,0.44,0.0,0.58,0.0,0.0,0.1,42,20,1,0.9999981297515311
415,0.93,1,0.01,0.0,0.38,0.0,1.05,1.29,0.11,0.45,1.4,0.53,0.0,0.31,0.0,0.67,0.0,0.0,0.0,42,21,1,0.9999932510800574
416,0.98,1,0.05,0.0,0.39,0.0,0.69,0.98,0.11,0.4,0.98,0.46,0.04,0.47,0.1,0.5,0.0,0.48,0.08,42,22,1,0.9999977780299675
417,0.98,1,0.04,0.0,0.34,0.0,0.76,0.73,0.0,0.42,1.0,0.32,0.04,0.3,0.17,0.2,0.12,0.48,0.08,42,23,1,0.994982713857689
418,0.93,1,0.04,0.0,0.33,0.0,0.91,0.72,0.0,0.57,1.09,0.14,0.11,0.25,0.17,0.13,0.17,0.48,0.08,42,24,1,0.9965020668387198
419,0.93,1,0.0,0.0,0.13,0.0,1.41,1.25,0.0,0.58,1.67,0.16,0.07,0.0,0.09,0.27,0.21,0.18,0.0,42,25,1,0.9969045231296658
420,0.88,1,0.0,0.0,0.0,0.0,1.44,1.31,0.0,0.67,1.79,0.3,0.13,0.0,0.02,0.39,0.08,0.18,0.0,42,26,1,0.9985750012169535
421,0.93,1,0.27,0.19,0.03,0.14,0.98,0.98,0.0,0.73,1.32,0.42,0.07,0.21,0.16,0.26,0.23,0.79,0.19,42,27,5,0.9958441403022465
422,0.93,1,0.3,0.19,0.18,0.14,0.58,0.45,0.0,0.66,0.95,0.59,0.07,0.52,0.3,0.12,0.47,1.44,0.39,42,28,5,0.9996628652415451
423,0.98,1,0.38,0.31,0.37,0.22,0.27,0.08,0.0,0.85,0.8,0.75,0.0,0.83,0.3,0.0,0.82,2.25,0.39,42,29,7,0.6935705351439205
424,0.98,1,0.44,0.51,0.5,0.26,0.44,0.28,0.0,0.92,1.02,0.8,0.0,0.79,0.31,0.0,0.98,2.34,0.2,42,30,7,0.7259743048450843
425,0.98,1,0.58,0.61,0.41,0.26,0.53,0.54,0.0,0.88,0.99,0.61,0.0,0.67,0.16,0.0,1.0,2.13,0.0,42,31,7,0.9656223673009213
426,0.98,1,0.74,0.71,0.34,0.38,0.36,0.46,0.0,0.74,0.73,0.3,0.0,0.58,0.15,0.0,0.68,1.9,0.0,42,32,7,0.9954627474257944
427,0.98,1,0.74,0.67,0.38,0.6,0.0,0.0,0.0,0.78,0.42,0.0,0.01,0.64,0.0,0.0,0.1,1.74,0.0,42,33,3,0.9991678828255154
428,0.98,1,0.49,0.0,0.0,0.0,1.17,0.78,0.27,0.29,1.44,0.0,0.0,0.43,0.0,0.0,0.28,0.0,0.0,46,1,7,0.98044865451418
429,0.98,1,0.17,0.16,0.0,0.12,1.37,0.62,0.09,0.43,2.08,0.5,0.0,0.42,0.0,0.42,0.09,0.19,0.0,46,2,8,0.9966782494356049
430,0.98,1,0.01,0.16,0.04,0.12,1.45,0.53,0.0,0.56,2.44,0.8,0.0,0.39,0.0,0.46,0.0,0.43,0.08,46,3,5,0.9999802228688444
431,0.98,1,0.08,0.31,0.04,0.06,1.51,0.4,0.0,0.56,2.43,0.78,0.0,0.38,0.0,0.19,0.06,0.4,0.28,46,4,5,0.9998907233589995
432,0.98,1,0.08,0.26,0.04,0.06,1.62,0.45,0.0,0.61,2.45,0.75,0.04,0.28,0.0,0.11,0.2,0.36,0.28,46,5,5,0.9999110386206246
433,0.98,1,0.08,0.26,0.0,0.06,1.66,0.29,0.0,0.61,2.38,0.77,0.04,0.45,0.0,0.24,0.2,0.23,0.3,46,6,5,0.9996227985581908
434,0.98,1,0.03,0.0,0.01,0.0,1.66,0.44,0.0,0.58,2.37,0.84,0.04,0.57,0.0,0.27,0.16,0.35,0.22,46,7,1,0.9970821029200121
435,0.98,1,0.03,0.0,0.01,0.0,1.58,0.16,0.0,0.65,2.35,0.92,0.09,0.55,0.0,0.2,0.07,0.5,0.22,46,8,1,0.9983976890443685
436,0.98,1,0.03,0.0,0.01,0.0,1.56,0.15,0.0,0.66,2.4,0.9,0.22,0.45,0.0,0.03,0.07,0.53,0.12,46,9,1,0.9992859218689727
437,0.98,1,0.05,0.0,0.13,0.0,1.53,0.22,0.0,0.74,2.4,0.91,0.31,0.55,0.0,0.0,0.04,0.4,0.09,46,10,1,0.9996302528819168
438,0.98,1,0.14,0.0,0.13,0.0,1.4,0.44,0.0,0.48,2.2,0.62,0.23,0.63,0.05,0.0,0.14,0.26,0.09,46,11,1,0.996789580573713
439,0.98,1,0.14,0.0,0.13,0.0,1.45,0.55,0.0,0.31,2.1,0.44,0.1,0.62,0.05,0.0,0.37,0.12,0.09,46,12,1,0.9901879710426863
440,0.98,1,0.09,0.0,0.0,0.0,1.46,0.46,0.0,0.16,2.15,0.35,0.0,0.4,0.08,0.0,0.59,0.01,0.0,46,13,1,0.9935622156262798
441,0.98,1,0.0,0.0,0.0,0.0,1.58,0.34,0.0,0.28,2.36,0.5,0.03,0.23,0.13,0.0,0.67,0.0,0.0,46,14,1,0.9966964449728029
442,0.98,1,0.0,0.0,0.0,0.0,1.52,0.31,0.0,0.36,2.42,0.6,0.03,0.07,0.15,0.0,0.66,0.02,0.11,46,15,1,0.9941249658950507
443,0.98,1,0.0,0.0,0.0,0.0,1.54,0.17,0.01,0.47,2.37,0.73,0.04,0.0,0.21,0.0,0.7,0.02,0.22,46,16,1,0.9999915080574324
444,0.98,1,0.05,0.0,0.0,0.0,1.52,0.25,0.04,0.62,2.37,0.79,0.01,0.0,0.12,0.0,0.71,0.1,0.22,46,17,1,0.9999792368774606
445,0.98,1,0.07,0.24,0.0,0.0,1.59,0.24,0.09,0.87,2.41,0.78,0.08,0.02,0.11,0.0,0.7,0.13,0.11,46,18,7,0.9722692557895639
446,0.98,1,0.06,0.73,0.0,0.0,1.68,0.17,0.13,1.14,2.48,0.62,0.22,0.05,0.0,0.0,0.65,0.14,0.0,46,19,7,0.9996864262910267
447,0.98,1,0.76,0.96,0.22,0.0,0.0,0.35,0.0,0.16,0.04,0.23,1.14,0.57,0.23,0.0,0.0,0.0,0.17,1,1,3,0.9996806114089691
448,0.98,1,0.74,0.47,0.07,0.0,0.0,0.26,0.0,0.05,0.01,0.08,0.6,0.25,0.08,0.0,0.34,0.32,0.06,1,2,7,0.8538117777309748
449,0.98,1,0.49,0.15,0.04,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.31,0.06,0.0,0.0,0.56,0.51,0.02,1,3,0,0.9951797984999646
450,0.98,1,0.19,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.01,0.0,0.0,0.72,0.62,0.02,1,4,0,0.9999527760389985
451,0.98,1,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.67,0.68,0.08,1,5,0,0.9998770302515244
452,0.98,1,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.77,0.82,0.08,1,6,0,0.9998833023488819
453,0.98,1,0.01,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.88,0.96,0.09,1,7,0,0.999840318926363
454,0.98,1,0.22,0.0,0.19,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.8,0.79,0.03,1,8,0,0.9999264922231292
455,0.98,1,0.52,0.0,0.1,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.28,0.01,0.0,0.0,0.73,0.61,0.01,1,9,0,0.9996060015162088
456,0.98,1,0.51,0.07,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.3,0.24,0.0,0.0,0.88,0.56,0.0,1,10,0,0.9997807291636834
457,0.98,1,0.45,0.07,0.69,0.0,0.0,0.44,0.0,0.0,0.0,0.12,0.47,0.44,0.0,0.03,0.71,0.45,0.0,1,11,5,0.9944870713373571
459,0.98,1,0.14,0.0,0.93,0.0,0.07,0.29,0.0,0.0,0.0,0.12,0.36,0.59,0.28,0.03,1.04,0.99,0.0,1,13,1,0.9993694528281065
460,0.98,1,0.0,0.0,0.39,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.41,0.28,0.0,1.71,1.55,0.0,1,14,1,0.9973708249719936
461,0.98,1,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.21,0.0,2.01,1.64,0.0,1,15,1,0.9977442883844679
462,0.98,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.0,0.0,1.88,1.46,0.0,1,16,0,0.9958972913414782
463,0.98,1,0.03,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.0,0.0,1.67,1.33,0.03,1,17,0,0.9984000253023888
464,0.98,1,0.08,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.0,1.59,1.22,0.03,1,18,0,0.9992782437203658
465,0.98,1,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,1.43,1.04,0.03,1,19,0,0.9999943676415473
466,0.98,1,0.48,0.0,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.21,0.0,0.0,1.19,0.74,0.0,1,20,0,0.9999878668007415
467,0.98,1,0.43,0.0,0.16,0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.38,0.23,0.0,0.0,0.84,0.45,0.0,1,21,7,0.9910969975000098
468,0.98,1,0.2,0.29,0.29,0.22,0.22,0.2,0.08,0.25,0.16,0.0,0.7,0.12,0.0,0.15,0.57,0.5,0.0,1,22,6,0.9984810512050162
469,0.88,1,0.27,0.44,0.28,0.2,0.24,0.2,0.08,0.25,0.16,0.0,0.59,0.03,0.0,0.15,0.61,0.42,0.0,1,23,6,0.9948712039155222
470,0.98,1,0.38,0.52,0.21,0.07,0.21,0.2,0.08,0.25,0.16,0.0,0.47,0.05,0.0,0.15,0.68,0.66,0.0,1,24,6,0.97493123997578
471,0.98,1,0.4,0.23,0.08,0.23,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.94,0.95,0.0,1,25,7,0.9911938276654592
472,0.98,1,0.13,0.08,0.06,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.03,0.47,0.0,0.0,0.8,1.33,0.0,1,26,7,0.9972365936633821
473,0.98,1,0.02,0.0,0.0,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.09,0.0,0.71,1.43,0.0,1,27,7,0.95384268066568
474,0.98,1,0.04,0.0,0.1,0.53,0.11,0.03,0.0,0.0,0.0,0.0,0.12,0.57,0.09,0.0,0.65,1.0,0.0,1,28,7,0.9799891156256427
475,0.98,1,0.04,0.08,0.1,0.48,0.08,0.03,0.0,0.0,0.0,0.0,0.12,0.49,0.09,0.0,0.65,0.63,0.0,1,29,7,0.9969090106964641
476,0.98,1,0.2,0.08,0.12,0.26,0.09,0.03,0.0,0.0,0.0,0.0,0.12,0.38,0.0,0.0,0.47,0.26,0.0,1,30,7,0.9800360439703775
477,0.98,1,0.35,0.08,0.03,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.34,0.0,1,31,7,0.8769360567016743
478,0.98,1,0.38,0.0,0.17,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.05,0.25,0.34,0.0,1,32,5,0.9831873313705864
479,0.98,1,0.21,0.26,0.34,0.15,0.13,0.32,0.19,0.36,0.0,0.0,0.12,0.21,0.0,0.1,0.23,0.55,0.0,1,33,8,0.9950565338589258
480,0.98,1,0.22,0.35,0.33,0.13,0.11,0.32,0.19,0.36,0.01,0.0,0.15,0.19,0.02,0.1,0.2,0.57,0.0,1,34,8,0.9943718413417312
481,0.98,1,0.2,0.35,0.24,0.1,0.13,0.32,0.19,0.36,0.1,0.0,0.2,0.36,0.18,0.22,0.15,0.7,0.0,1,35,8,0.9969325548002715
482,0.98,1,0.2,0.09,0.1,0.07,0.2,0.08,0.0,0.0,0.22,0.0,0.08,0.57,0.35,0.44,0.09,0.45,0.0,1,36,5,0.9998665932284697
483,0.98,1,0.01,0.0,0.17,0.02,0.37,0.2,0.0,0.0,0.32,0.0,0.05,0.68,0.51,0.66,0.0,0.37,0.0,1,37,5,0.9819991206975514
484,0.98,1,0.0,0.0,0.12,0.02,0.53,0.58,0.0,0.0,0.46,0.0,0.0,0.45,0.59,0.72,0.0,0.15,0.0,1,38,5,0.7183592375103015
485,0.98,1,0.0,0.0,0.08,0.0,0.65,0.85,0.0,0.0,0.62,0.0,0.0,0.35,0.55,0.69,0.1,0.22,0.0,1,39,1,0.9981023884604853
486,0.98,1,0.0,0.0,0.03,0.0,0.72,1.01,0.0,0.0,0.71,0.0,0.0,0.27,0.37,0.76,0.2,0.17,0.0,1,40,1,0.9993161777680692
487,0.98,1,0.0,0.0,0.11,0.0,0.77,0.8,0.08,0.04,0.79,0.0,0.0,0.29,0.13,0.69,0.2,0.2,0.0,1,41,1,0.9999936960179062
488,0.98,1,0.0,0.0,0.13,0.0,0.8,0.81,0.16,0.07,0.81,0.0,0.0,0.22,0.0,0.52,0.13,0.05,0.0,1,42,1,0.9999993529706842
489,0.98,1,0.0,0.0,0.24,0.0,0.85,0.67,0.16,0.12,1.04,0.0,0.0,0.11,0.29,0.23,0.03,0.02,0.14,1,43,1,0.9999764976933809
490,0.98,1,0.48,0.4,0.25,0.0,0.62,0.61,0.07,0.26,0.79,0.0,0.23,0.05,0.29,0.06,0.14,0.12,0.14,1,44,8,0.9966207482594887
491,0.98,1,0.6,0.4,0.39,0.0,0.44,0.25,0.18,0.23,0.54,0.08,0.5,0.32,0.29,0.45,0.19,0.33,0.14,1,45,6,0.7464706431789745
494,0.98,1,0.0,0.0,0.6,0.0,0.82,0.99,0.02,0.16,1.02,0.04,0.0,0.21,0.0,0.0,0.0,0.0,1.18,1,48,7,0.9463225405273672
495,0.98,1,0.0,0.0,0.76,0.0,1.26,1.37,0.03,0.16,1.47,0.04,0.0,0.34,0.06,0.0,0.02,0.0,1.59,1,49,7,0.9999473606042165
496,0.98,1,0.0,0.0,0.62,0.0,1.43,1.35,0.01,0.09,1.41,0.09,0.0,0.45,0.14,0.0,0.12,0.0,1.22,1,50,7,0.7350332510925963
497,0.98,1,0.0,0.0,0.46,0.0,1.37,0.84,0.0,0.0,1.29,0.15,0.0,0.5,0.29,0.0,0.13,0.0,0.88,1,51,1,0.9917750656598534
498,0.98,1,0.0,0.0,0.56,0.0,1.46,0.59,0.0,0.08,1.37,0.27,0.0,0.66,0.46,0.0,0.13,0.0,0.68,1,52,1,0.999465711818341
499,0.98,1,0.03,0.0,0.65,0.0,1.42,0.55,0.0,0.13,1.46,0.21,0.0,0.72,0.37,0.07,0.03,0.0,0.8,1,53,1,0.9996618664131058
500,0.98,1,0.03,0.0,0.67,0.0,1.57,0.68,0.06,0.21,1.49,0.13,0.0,0.92,0.38,0.07,0.01,0.0,0.6,1,54,1,0.999999999987291
501,0.98,1,0.68,0.5,0.56,0.0,1.05,0.54,0.06,0.24,0.96,0.0,0.4,0.64,0.15,0.06,0.27,0.02,0.4,1,55,8,0.9966708133232866
502,0.98,1,0.65,0.5,0.41,0.0,0.98,0.21,0.08,0.21,0.86,0.07,0.4,0.65,0.15,0.09,0.27,0.02,0.17,1,56,8,0.956345213822866
503,0.98,1,0.65,0.5,0.37,0.0,0.91,0.26,0.01,0.12,0.84,0.07,0.4,0.57,0.01,0.17,0.27,0.02,0.29,1,57,8,0.990729326743327
504,0.98,1,0.0,0.0,0.5,0.0,1.35,0.3,0.01,0.06,1.35,0.15,0.0,0.78,0.11,0.26,0.01,0.0,0.48,1,58,1,0.9999999161356552
505,0.98,1,0.0,0.0,0.7,0.0,1.34,0.34,0.0,0.07,1.44,0.17,0.0,0.71,0.24,0.28,0.03,0.0,0.54,1,59,1,0.9987460974206042
506,0.98,1,0.0,0.0,0.71,0.0,1.29,0.51,0.0,0.19,1.52,0.26,0.0,0.62,0.31,0.2,0.03,0.0,0.79,1,60,1,0.9982871895445127
507,0.98,1,0.0,0.0,0.45,0.0,1.28,0.79,0.04,0.33,1.59,0.2,0.0,0.52,0.21,0.14,0.02,0.0,0.74,1,61,1,0.9999999998161444
508,0.98,1,0.0,0.0,0.43,0.0,1.29,1.17,0.11,0.54,1.69,0.22,0.0,0.35,0.13,0.03,0.0,0.0,0.66,1,62,1,0.999999999043327
509,0.98,1,0.0,0.0,0.67,0.0,1.33,1.39,0.24,0.62,1.73,0.13,0.0,0.19,0.2,0.03,0.0,0.0,0.39,1,63,1,0.9999999565079075
510,0.98,1,0.0,0.0,1.04,0.0,1.34,1.65,0.35,0.63,1.7,0.1,0.0,0.12,0.35,0.0,0.0,0.0,0.4,1,64,1,0.9996648717405336
511,0.98,1,0.0,0.0,1.25,0.0,1.37,1.69,0.43,0.6,1.64,0.06,0.0,0.27,0.37,0.0,0.01,0.0,0.33,1,65,1,0.9999194064586217
512,0.98,1,0.6,0.28,0.91,0.0,0.92,1.12,0.3,0.55,1.1,0.06,0.19,0.21,0.23,0.0,0.17,0.0,0.19,1,66,7,0.999956493508979
513,0.98,1,0.6,0.28,0.71,0.0,0.98,1.19,0.15,0.51,1.15,0.06,0.19,0.24,0.07,0.01,0.17,0.0,0.28,1,67,8,0.999045048664132
514,0.98,1,0.6,0.28,0.25,0.0,0.49,0.66,0.0,0.3,0.59,0.0,0.19,0.08,0.0,0.01,0.16,0.0,0.25,1,68,5,0.9905298125848396
517,0.98,1,2.07,1.32,1.44,0.0,0.0,0.44,0.19,0.0,0.0,0.0,0.55,1.78,0.0,0.72,0.58,1.33,0.0,1,71,6,1.0
518,0.98,1,2.07,1.32,1.51,0.0,0.0,0.44,0.31,0.0,0.0,0.1,0.55,2.43,0.28,1.1,0.58,2.01,0.01,1,72,6,1.0
520,0.98,1,0.88,0.55,0.27,0.0,0.06,0.0,0.4,0.2,0.0,0.37,0.03,0.69,0.28,0.37,0.66,1.24,0.01,1,74,6,0.9963919246637627
521,0.98,1,1.47,1.09,0.24,0.0,0.06,0.0,0.28,0.32,0.0,0.26,0.21,0.03,0.0,0.0,0.89,0.64,0.0,1,75,7,0.999839344496789
522,0.98,1,1.38,1.14,0.15,0.0,0.04,0.21,0.16,0.31,0.0,0.07,0.3,0.07,0.0,0.0,0.55,0.48,0.0,1,76,7,0.9989253609128163
523,0.98,1,0.77,0.38,0.0,0.0,0.0,0.63,0.0,0.27,0.0,0.0,0.26,0.2,0.0,0.0,0.0,0.48,0.0,1,77,5,0.8145320550139635
524,0.93,1,1.81,1.07,0.1,0.0,1.16,0.0,0.0,1.65,1.01,1.09,0.47,1.24,0.86,0.0,2.41,1.86,0.84,47,1,7,1.0
525,0.93,1,0.6,0.36,0.63,0.0,0.9,0.08,0.18,1.88,0.82,0.63,0.17,0.42,0.32,0.0,2.22,1.38,0.9,47,2,7,0.9999999999999989
526,0.93,1,0.0,0.0,0.91,0.0,0.77,0.08,0.18,1.96,0.69,0.26,0.11,0.18,0.03,0.0,2.05,1.23,0.74,47,3,1,0.9963517549171824
527,0.98,1,0.0,0.0,1.06,0.1,0.73,0.08,0.08,2.03,0.62,0.25,0.11,0.36,0.04,0.0,1.94,1.37,0.28,47,4,7,0.9999999359891847
528,0.98,1,0.0,0.0,1.17,0.4,0.77,0.02,0.0,1.95,0.53,0.35,0.09,0.55,0.03,0.0,1.94,1.76,0.12,47,5,7,0.995437607841958
529,0.98,1,0.0,0.0,1.26,0.98,0.77,0.08,0.0,2.14,0.55,0.77,0.0,0.6,0.03,0.14,2.0,1.8,0.0,47,6,6,1.0
530,0.98,1,0.0,0.0,1.23,1.39,0.72,0.09,0.0,2.17,0.64,0.95,0.09,0.57,0.0,0.37,2.11,2.01,0.0,47,7,6,1.0
531,0.98,1,0.0,0.0,1.01,1.68,0.67,0.18,0.0,2.22,0.62,0.72,0.09,0.61,0.0,0.6,1.86,1.91,0.0,47,8,6,1.0
532,0.98,1,0.1,0.0,1.0,1.21,0.46,0.12,0.0,1.91,0.53,0.46,0.14,0.5,0.0,0.58,1.58,1.94,0.0,47,9,6,1.0
533,0.98,1,0.15,0.0,0.98,0.78,0.28,0.11,0.0,1.74,0.3,0.47,0.39,0.72,0.15,0.53,1.13,1.72,0.0,47,10,6,0.9999999995328572
534,0.98,1,0.85,0.53,0.91,0.18,0.45,0.0,0.0,1.42,0.55,0.82,0.39,0.81,0.17,0.31,1.38,1.89,0.0,47,11,5,0.9993119496220396
535,0.93,1,0.89,0.53,0.79,0.07,0.4,0.0,0.0,1.46,0.47,0.85,0.56,1.02,0.17,0.22,1.06,1.63,0.0,47,12,5,0.9999420691875758
536,0.98,1,0.85,0.53,0.58,0.0,0.45,0.0,0.0,1.3,0.46,0.56,0.42,0.96,0.02,0.14,0.79,1.49,0.0,47,13,5,0.9999971037779273
537,0.98,1,0.27,0.04,0.6,0.0,0.16,0.0,0.0,1.63,0.18,0.36,0.54,0.97,0.0,0.27,0.24,1.22,0.02,47,14,5,0.9999931175315168
538,0.98,1,0.24,0.04,0.65,0.0,0.34,0.0,0.0,1.68,0.29,0.47,0.42,0.94,0.0,0.23,0.54,1.6,0.02,47,15,5,0.999999442796728
539,0.98,1,0.33,0.15,0.88,0.02,0.41,0.0,0.0,1.77,0.43,0.73,0.46,0.99,0.0,0.12,0.9,1.69,0.02,47,16,5,0.9999997214989379
540,0.98,1,0.42,0.11,1.31,0.02,0.45,0.0,0.0,1.62,0.49,0.68,0.43,0.84,0.0,0.08,1.23,1.47,0.0,47,17,5,0.9999973256072264
541,0.98,1,0.56,0.11,1.69,0.02,0.51,0.0,0.0,1.49,0.57,0.58,0.55,0.77,0.0,0.2,1.24,1.16,0.0,47,18,5,0.9988208160494824
542,0.98,1,0.69,0.15,2.04,0.0,0.53,0.12,0.0,1.46,0.66,0.44,0.5,0.64,0.11,0.2,0.88,0.83,0.0,47,19,5,0.9339726301528921
543,0.98,1,0.87,0.15,1.98,0.0,0.65,0.12,0.0,1.49,0.76,0.69,0.65,0.78,0.11,0.12,0.41,0.7,0.0,47,20,8,0.9973366508481787
544,0.98,1,0.69,0.15,1.86,0.0,0.83,0.52,0.02,1.61,0.74,0.99,0.52,0.91,0.11,0.0,0.01,0.57,0.0,47,21,7,0.5931769144071223
545,0.98,1,1.07,0.29,1.13,0.0,0.98,0.39,0.02,1.58,0.89,1.22,0.34,1.12,0.21,0.0,0.82,1.03,0.25,47,22,7,0.9897724099493592
546,0.93,1,0.68,0.29,1.06,0.0,0.93,0.55,0.02,1.34,0.86,1.29,0.09,0.9,0.21,0.07,0.82,0.85,0.25,47,23,8,0.999999897243196
547,0.98,1,0.62,0.29,0.9,0.0,0.9,0.15,0.0,1.1,1.02,1.25,0.0,0.61,0.21,0.15,0.87,0.63,0.34,47,24,5,0.99606962020273
548,0.98,1,0.0,0.0,1.17,0.0,1.11,0.34,0.03,1.13,1.01,1.37,0.0,0.32,0.09,0.15,0.04,0.02,0.09,47,25,1,0.9999068787281773
549,0.98,1,0.0,0.0,1.21,0.0,1.45,0.22,0.09,1.32,1.17,1.41,0.0,0.38,0.09,0.08,0.06,0.0,0.09,47,26,1,0.9997855301973544
550,0.98,1,0.0,0.0,1.27,0.0,1.61,0.29,0.12,1.51,1.26,1.64,0.0,0.46,0.09,0.0,0.02,0.0,0.07,47,27,1,0.9998067479803155
551,0.98,1,0.0,0.0,1.58,0.0,1.75,0.53,0.15,1.52,1.4,1.77,0.0,0.33,0.0,0.0,0.02,0.0,0.07,47,28,1,0.9997133840631665
552,0.98,1,0.0,0.0,1.38,0.0,1.92,1.0,0.21,1.48,1.59,1.91,0.0,0.23,0.0,0.0,0.0,0.0,0.07,47,29,1,0.99977995502741
553,0.98,1,0.0,0.0,1.39,0.0,2.07,1.25,0.19,1.38,1.78,1.85,0.0,0.07,0.0,0.0,0.0,0.0,0.02,47,30,1,0.9994308206367424
554,0.98,1,0.0,0.0,1.05,0.0,2.14,1.05,0.14,1.27,1.96,1.88,0.0,0.05,0.0,0.0,0.04,0.0,0.02,47,31,1,0.9975334064080451
555,0.98,1,0.0,0.0,1.02,0.0,2.07,0.89,0.02,1.18,2.1,1.93,0.0,0.0,0.0,0.0,0.04,0.0,0.02,47,32,1,0.9985736821566442
556,0.98,1,0.66,0.39,0.79,0.0,1.79,0.56,0.0,1.17,1.81,1.35,0.0,0.16,0.02,0.0,0.78,0.37,0.38,47,33,5,0.994280856988409
557,0.93,1,0.66,0.39,0.83,0.0,1.71,0.58,0.0,1.18,1.96,1.49,0.0,0.16,0.02,0.04,0.75,0.37,0.38,47,34,5,0.9979673653282136
558,0.98,1,0.66,0.39,0.67,0.0,1.82,0.25,0.0,1.23,2.05,1.34,0.0,0.16,0.02,0.19,0.75,0.37,0.4,47,35,5,0.998299593513799
559,0.98,1,0.0,0.0,0.88,0.0,2.12,0.32,0.0,1.28,2.57,1.86,0.0,0.0,0.0,0.29,0.0,0.0,0.02,47,36,1,0.9997636980482457
560,0.98,1,0.0,0.0,1.0,0.0,2.4,0.28,0.01,1.36,2.55,1.8,0.0,0.0,0.0,0.25,0.0,0.0,0.02,47,37,1,0.9999985171995494
561,0.98,1,0.33,0.04,1.11,0.0,2.03,0.57,0.01,1.3,2.12,1.31,0.0,0.24,0.25,0.1,0.8,0.37,0.22,47,38,8,0.9999999940011053
562,0.93,1,0.55,0.18,0.98,0.0,1.78,0.76,0.01,1.26,1.5,0.92,0.08,0.46,0.41,0.0,1.52,0.66,0.33,47,39,7,0.9993514057560449
