, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
2486,0.0,0.0,0.56,0.0,0.0,0.81,0.1,0.0,0.0,0.0,0.41,0.87,0.06,0.77,0.0,1.03,0.0
2487,0.0,0.0,0.51,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.21,0.91,0.1,0.95,0.0,1.1,0.0
2488,0.0,0.0,0.57,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.07,0.74,0.19,0.63,0.17,0.89,0.0
2489,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.49,0.26,0.26,0.54,0.55,0.0
2490,0.0,0.03,0.45,0.0,0.0,0.0,0.08,0.23,0.17,0.0,0.0,0.53,0.35,0.01,1.16,0.33,0.0
2491,0.0,0.08,0.29,0.06,0.0,0.0,0.16,0.45,0.32,0.0,0.0,0.62,0.34,0.0,1.63,0.29,0.0
2492,0.0,0.08,0.17,0.06,0.0,0.0,0.3,0.45,0.42,0.0,0.0,0.57,0.38,0.0,2.0,0.36,0.0
2493,0.0,0.05,0.13,0.06,0.01,0.09,0.32,0.36,0.47,0.0,0.0,0.32,0.25,0.0,1.99,0.29,0.0
2494,0.0,0.0,0.17,0.0,0.01,0.09,0.31,0.15,0.41,0.0,0.0,0.21,0.18,0.0,1.99,0.11,0.0
2495,0.0,0.0,0.42,0.0,0.01,1.04,0.16,0.14,0.42,0.0,0.01,0.23,0.22,0.0,1.5,0.45,0.0
2496,0.0,0.0,0.48,0.0,0.03,1.09,0.2,0.11,0.39,0.03,0.01,0.33,0.48,0.0,1.35,0.55,0.0
2497,0.0,0.01,0.54,0.0,0.06,1.26,0.27,0.1,0.48,0.03,0.01,0.2,0.43,0.0,1.09,0.64,0.0
2498,0.0,0.01,0.46,0.0,0.06,0.72,0.27,0.1,0.42,0.03,0.14,0.33,0.26,0.19,0.84,0.34,0.0
2499,0.0,0.01,0.65,0.0,0.03,0.96,0.15,0.0,0.29,0.0,0.19,0.44,0.01,0.31,0.39,0.31,0.0
2500,0.0,0.01,0.84,0.0,0.0,1.13,0.0,0.0,0.13,0.0,0.21,0.73,0.0,0.49,0.0,0.49,0.0
2501,0.0,0.01,0.84,0.0,0.0,1.64,0.0,0.0,0.3,0.0,0.09,0.79,0.22,0.3,0.28,0.68,0.0
2502,0.0,0.0,0.9,0.0,0.0,2.04,0.0,0.0,0.37,0.0,0.04,0.79,0.48,0.18,0.53,0.96,0.0
2503,0.0,0.0,0.8,0.0,0.0,2.35,0.0,0.0,0.45,0.0,0.02,0.79,0.67,0.07,0.67,1.18,0.03
2504,0.0,0.0,0.81,0.0,0.0,2.08,0.0,0.0,0.24,0.0,0.0,0.72,0.66,0.13,0.4,1.16,0.03
2505,0.0,0.0,0.7,0.0,0.0,2.15,0.07,0.0,0.14,0.0,0.0,0.77,0.4,0.31,0.14,1.08,0.03
2506,0.02,0.0,0.48,0.0,0.0,1.82,0.07,0.2,0.23,0.0,0.0,0.71,0.45,0.23,0.19,0.75,0.0
2507,0.02,0.0,0.43,0.0,0.0,1.74,0.11,0.2,0.21,0.0,0.0,0.72,0.27,0.27,0.21,0.6,0.0
2508,0.02,0.0,0.51,0.0,0.0,1.51,0.11,0.2,0.18,0.0,0.02,0.76,0.3,0.2,0.21,0.46,0.0
2509,0.0,0.0,0.78,0.0,0.0,1.65,0.11,0.0,0.08,0.0,0.02,0.88,0.06,0.2,0.03,0.65,0.27
2510,0.16,0.07,0.69,0.28,0.0,1.16,0.07,0.0,0.17,0.0,0.29,0.91,0.02,0.11,0.05,0.81,0.56
2511,0.27,0.07,0.68,0.28,0.0,0.73,0.0,0.0,0.26,0.0,0.32,1.0,0.0,0.0,0.16,0.77,1.08
2512,0.31,0.07,0.7,0.28,0.0,0.48,0.0,0.0,0.18,0.0,0.33,1.04,0.0,0.0,0.22,0.72,1.15
2513,0.21,0.0,0.83,0.0,0.0,0.57,0.0,0.0,0.09,0.0,0.06,1.17,0.0,0.0,0.23,0.7,1.15
2514,0.19,0.0,0.63,0.0,0.0,0.86,0.0,0.0,0.06,0.0,0.01,0.91,0.05,0.0,0.36,0.89,0.76
2515,0.15,0.0,0.34,0.0,0.0,0.77,0.0,0.0,0.05,0.03,0.0,0.7,0.2,0.0,0.56,0.94,0.49
2516,0.09,0.0,0.07,0.0,0.0,0.61,0.0,0.0,0.05,0.03,0.0,0.31,0.2,0.03,0.58,1.05,0.59
2517,0.0,0.0,0.05,0.0,0.57,0.52,0.2,0.37,0.41,0.03,0.0,0.97,0.36,0.03,1.11,0.73,0.46
2518,0.0,0.0,0.05,0.0,0.72,0.59,0.67,0.37,0.52,0.0,0.33,0.78,0.21,0.16,0.92,0.52,0.44
2519,0.0,0.0,0.05,0.0,0.72,0.63,1.05,0.37,0.58,0.0,0.37,0.78,0.21,0.27,0.86,0.39,0.31
2520,0.0,0.0,0.0,0.0,0.27,0.38,1.35,0.0,0.2,0.0,0.37,0.04,0.0,0.53,0.08,0.39,0.44
2521,0.0,0.0,0.0,0.0,0.2,0.36,1.23,0.23,0.25,0.0,0.05,0.04,0.0,0.58,0.01,0.24,0.39
2522,0.0,0.0,0.0,0.0,0.2,0.43,1.09,0.43,0.35,0.0,0.08,0.04,0.0,0.44,0.06,0.0,0.19
2523,0.0,0.0,0.0,0.0,0.09,0.29,0.64,0.55,0.34,0.0,0.09,0.0,0.0,0.18,0.56,0.0,0.1
2524,0.0,0.0,0.0,0.0,0.0,0.15,0.32,0.43,0.22,0.0,0.08,0.0,0.0,0.0,1.07,0.0,0.12
2525,0.0,0.0,0.0,0.0,0.1,0.24,0.17,0.32,0.17,0.0,0.06,0.0,0.0,0.0,1.7,0.0,0.41
2526,0.0,0.0,0.0,0.0,0.11,0.35,0.3,0.2,0.19,0.0,0.06,0.0,0.0,0.0,1.88,0.2,0.36
2527,0.0,0.0,0.0,0.07,0.12,0.72,0.49,0.11,0.32,0.0,0.11,0.0,0.0,0.0,1.82,0.27,0.34
2528,0.08,0.0,0.22,0.07,0.02,0.96,0.39,0.21,0.35,0.0,0.05,0.02,0.25,0.0,1.33,0.47,0.0
2529,0.08,0.0,0.22,0.07,0.01,0.85,0.27,0.21,0.34,0.0,0.25,0.16,0.25,0.0,0.81,0.45,0.05
2530,0.08,0.0,0.22,0.0,0.0,0.45,0.22,0.2,0.25,0.0,0.38,0.16,0.25,0.0,0.74,0.47,0.26
2531,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.0,0.19,0.0,0.38,0.14,0.0,0.0,1.11,0.26,0.33
2532,0.0,0.0,0.0,0.0,0.01,0.19,0.41,0.04,0.23,0.0,0.18,0.0,0.0,0.0,1.59,0.08,0.28
2533,0.02,0.0,0.0,0.03,0.01,0.19,0.24,0.05,0.25,0.0,0.14,0.0,0.0,0.0,1.67,0.0,0.45
2534,0.14,0.0,0.0,0.03,0.01,0.1,0.12,0.05,0.21,0.0,0.14,0.03,0.0,0.0,1.44,0.0,0.86
2535,0.28,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.18,0.0,0.14,0.08,0.0,0.0,1.12,0.0,1.33
2536,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.13,0.0,0.0,0.65,0.0,1.35
2537,0.33,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.06,0.0,0.03,0.45,0.0,0.0,0.31,0.0,1.15
2538,0.19,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.02,0.0,0.06,0.55,0.12,0.0,0.0,0.0,0.93
2539,0.2,0.0,0.16,0.0,0.0,0.76,0.0,0.31,0.1,0.0,0.06,0.64,0.44,0.0,0.21,0.24,0.54
2540,0.14,0.0,0.23,0.0,0.16,1.14,0.0,0.48,0.46,0.0,0.07,0.8,0.54,0.13,0.21,0.85,0.26
2541,0.14,0.0,0.23,0.0,0.16,1.37,0.0,0.53,0.64,0.0,0.04,0.97,0.42,0.25,0.21,1.46,0.13
2542,0.21,0.0,0.26,0.0,0.16,1.48,0.0,0.22,0.64,0.0,0.08,1.28,0.1,0.25,0.14,1.83,0.44
2543,0.32,0.0,0.18,0.08,0.0,0.99,0.0,0.04,0.44,0.01,0.28,1.2,0.0,0.12,0.14,1.77,0.97
2544,0.74,0.13,0.18,0.08,0.0,0.64,0.0,0.04,0.37,0.01,0.59,1.22,0.0,0.0,0.14,1.49,1.5
2545,1.01,0.26,0.0,0.08,0.0,0.17,0.0,0.07,0.3,0.01,0.88,1.21,0.05,0.0,0.05,1.18,1.88
2546,1.31,0.49,0.0,0.0,0.0,0.01,0.0,0.13,0.22,0.0,1.01,1.23,0.06,0.0,0.07,0.91,2.05
2547,1.33,0.49,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.95,1.42,0.06,0.0,0.47,1.04,2.18
2548,1.18,0.75,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.0,1.02,1.31,0.01,0.0,1.02,0.96,2.07
2549,1.18,0.92,0.0,0.0,0.0,0.0,0.02,0.15,0.32,0.0,0.85,0.86,0.0,0.0,1.65,0.68,1.99
2550,0.81,0.79,0.19,0.0,0.0,0.56,0.02,0.3,0.41,0.0,0.59,0.33,0.29,0.0,1.47,0.49,1.2
2551,0.53,0.4,0.19,0.0,0.0,0.61,0.02,0.33,0.51,0.0,0.22,0.1,0.29,0.0,1.16,0.27,1.02
2552,0.25,0.05,0.19,0.0,0.0,0.61,0.02,0.43,0.45,0.0,0.04,0.15,0.29,0.0,0.93,0.27,1.06
2553,0.3,0.05,0.0,0.0,0.0,0.27,0.02,0.41,0.59,0.0,0.04,0.15,0.0,0.0,1.31,0.0,1.36
2554,0.73,0.37,0.35,0.0,0.12,0.22,0.02,0.35,0.69,0.06,0.19,0.29,0.17,0.0,1.47,0.12,0.95
2555,0.77,0.61,0.97,0.11,0.35,0.22,0.0,0.34,0.73,0.06,0.18,0.96,0.71,0.0,1.04,0.28,0.3
2556,1.17,1.01,1.4,0.53,0.35,0.07,0.0,0.19,0.58,0.24,0.18,1.38,0.71,0.12,0.45,0.85,0.0
2557,1.29,1.1,1.47,0.89,0.23,0.17,0.0,0.19,0.49,0.47,0.0,1.55,0.6,0.13,0.0,1.22,0.0
2558,1.57,1.26,1.18,1.05,0.01,0.31,0.0,0.0,0.53,0.49,0.0,1.04,0.06,0.14,0.0,1.71,0.0
2559,1.25,1.4,1.0,1.14,0.01,0.37,0.0,0.0,0.53,0.31,0.09,0.93,0.06,0.37,0.0,1.74,0.0
2560,0.72,1.24,0.73,0.94,0.01,0.56,0.0,0.0,0.42,0.02,0.09,0.95,0.0,0.74,0.0,1.8,0.0
2561,0.25,0.78,0.4,0.67,0.0,1.03,0.0,0.07,0.37,0.0,0.09,0.96,0.3,0.73,0.16,1.36,0.0
2562,0.62,0.38,0.17,0.23,0.0,1.29,0.0,0.07,0.37,0.0,0.25,1.3,0.3,0.68,0.16,1.17,0.0
2563,1.15,0.42,0.0,0.27,0.0,1.48,0.0,0.07,0.45,0.0,0.39,1.4,0.3,0.54,0.16,1.12,0.0
2564,1.57,0.84,0.19,0.4,0.0,1.09,0.0,0.0,0.47,0.0,0.39,1.48,0.0,0.66,0.0,1.28,0.0
2565,1.18,0.7,0.36,0.41,0.0,1.25,0.0,0.0,0.54,0.0,0.18,1.07,0.0,0.62,0.0,0.98,0.0
2566,0.62,0.69,0.96,0.25,0.05,0.84,0.02,0.0,0.51,0.0,0.05,0.54,0.0,0.61,0.07,0.48,0.0
2567,0.18,0.35,1.13,0.19,0.05,0.6,0.03,0.0,0.38,0.0,0.05,0.23,0.02,0.8,0.4,0.12,0.0
2568,0.0,0.66,1.52,0.59,0.18,0.05,0.03,0.0,0.27,0.0,0.0,0.05,0.17,0.77,0.74,0.0,0.0
2569,0.01,0.68,1.4,0.56,0.21,0.0,0.02,0.0,0.34,0.0,0.0,0.05,0.33,0.7,0.98,0.0,0.0
2570,0.01,0.94,1.36,0.49,0.26,0.33,0.0,0.01,0.43,0.0,0.0,0.08,0.37,0.44,0.88,0.0,0.0
2571,0.15,0.93,0.79,0.3,0.14,0.62,0.0,0.01,0.44,0.0,0.0,0.11,0.39,0.31,0.84,0.02,0.0
2572,0.15,0.64,0.33,0.29,0.06,1.2,0.02,0.06,0.35,0.0,0.0,0.35,0.72,0.14,0.85,0.09,0.0
2573,0.15,0.3,0.02,0.29,0.01,0.87,0.02,0.05,0.26,0.0,0.0,0.32,0.66,0.11,0.72,0.09,0.0
2574,0.0,0.0,0.07,0.07,0.0,0.58,0.02,0.05,0.23,0.0,0.0,0.24,0.5,0.0,0.6,0.07,0.06
2575,0.04,0.0,0.16,0.3,0.0,0.42,0.0,0.0,0.24,0.0,0.0,0.04,0.0,0.0,0.27,0.0,0.06
2576,0.09,0.06,0.18,0.3,0.0,0.51,0.0,0.0,0.29,0.0,0.07,0.2,0.0,0.0,0.23,0.04,0.06
2577,0.31,0.06,0.17,0.23,0.0,0.64,0.0,0.0,0.28,0.0,0.12,0.29,0.0,0.0,0.13,0.04,0.0
2578,0.59,0.12,0.06,0.24,0.0,0.25,0.0,0.0,0.34,0.0,0.22,0.45,0.0,0.0,0.19,0.04,0.37
2579,0.84,0.1,0.04,0.45,0.0,0.22,0.0,0.0,0.34,0.0,0.18,0.42,0.0,0.0,0.19,0.0,0.69
2580,0.91,0.1,0.0,0.48,0.0,0.08,0.0,0.0,0.35,0.0,0.16,0.36,0.0,0.0,0.25,0.0,1.05
2581,0.77,0.04,0.0,0.24,0.0,0.06,0.0,0.0,0.34,0.0,0.06,0.16,0.01,0.0,0.28,0.0,1.07
2582,0.59,0.0,0.15,0.03,0.0,0.45,0.0,0.0,0.37,0.0,0.14,0.06,0.01,0.0,0.22,0.05,0.89
2583,0.3,0.0,0.21,0.0,0.0,1.0,0.1,0.0,0.33,0.0,0.12,0.21,0.23,0.0,0.18,0.26,0.57
2584,0.2,0.0,0.52,0.0,0.0,1.51,0.1,0.0,0.24,0.0,0.12,0.52,0.22,0.01,0.09,0.36,0.23
2585,0.19,0.0,0.66,0.0,0.0,1.5,0.1,0.0,0.14,0.0,0.01,0.71,0.22,0.01,0.09,0.5,0.3
2586,0.27,0.0,0.77,0.0,0.0,1.29,0.0,0.0,0.11,0.0,0.01,0.77,0.0,0.01,0.12,0.56,0.27
2587,0.23,0.0,0.66,0.0,0.0,1.06,0.0,0.0,0.18,0.0,0.0,0.63,0.0,0.0,0.14,0.65,0.37
2588,0.16,0.0,0.42,0.0,0.0,1.05,0.0,0.0,0.14,0.0,0.11,0.62,0.0,0.0,0.23,0.52,0.38
2589,0.1,0.09,0.43,0.0,0.0,1.22,0.0,0.0,0.26,0.0,0.11,0.71,0.0,0.02,0.11,0.43,0.49
2590,0.06,0.18,0.44,0.0,0.0,1.38,0.0,0.0,0.29,0.0,0.11,0.85,0.0,0.04,0.1,0.44,0.45
2591,0.02,0.18,0.52,0.0,0.0,1.39,0.0,0.0,0.39,0.0,0.18,1.01,0.0,0.04,0.09,0.55,0.23
2592,0.01,0.08,0.7,0.0,0.0,1.4,0.0,0.0,0.35,0.0,0.18,0.92,0.0,0.02,0.09,0.36,0.14
2593,0.0,0.0,0.75,0.0,0.0,1.21,0.0,0.0,0.28,0.0,0.18,0.79,0.0,0.0,0.08,0.23,0.1
2594,0.0,0.0,0.74,0.0,0.0,0.72,0.0,0.0,0.22,0.0,0.0,0.54,0.0,0.0,0.0,0.18,0.22
2595,0.66,0.1,0.0,0.0,1.19,0.89,0.0,1.08,1.6,0.95,0.0,0.94,0.48,0.15,0.0,0.22,0.0
2597,0.27,0.09,0.27,0.0,1.22,0.42,0.0,1.12,1.35,0.35,0.0,1.17,0.34,0.18,0.05,0.21,0.03
2598,0.0,0.0,0.24,0.0,0.95,0.62,0.0,1.23,1.77,0.49,0.0,0.94,0.1,0.11,0.0,0.0,0.16
2599,0.0,0.0,0.37,0.0,0.96,0.63,0.0,1.23,1.74,0.57,0.0,0.93,0.1,0.02,0.0,0.08,0.19
2600,0.0,0.0,0.45,0.0,1.01,0.7,0.0,1.17,1.61,0.6,0.0,0.99,0.1,0.02,0.0,0.22,0.16
2601,0.0,0.05,0.27,0.0,1.05,0.69,0.0,1.32,1.55,0.45,0.0,0.88,0.17,0.13,0.09,0.37,0.12
2602,0.0,0.05,0.14,0.0,1.04,0.72,0.0,1.28,1.46,0.41,0.0,0.94,0.5,0.12,0.13,0.58,0.25
2603,0.0,0.05,0.0,0.0,1.04,0.8,0.0,1.23,1.36,0.38,0.0,0.84,0.85,0.12,0.16,0.76,0.38
2604,0.0,0.0,0.11,0.0,1.23,1.16,0.01,0.93,1.34,0.27,0.01,0.62,0.89,0.0,0.47,1.07,0.3
2605,0.17,0.0,0.17,0.0,1.21,1.2,0.01,0.85,1.41,0.47,0.01,0.55,0.67,0.0,0.43,0.78,0.13
2606,0.17,0.0,0.27,0.0,1.37,1.46,0.01,0.74,1.48,0.35,0.14,0.46,0.54,0.0,0.77,0.73,0.0
2607,0.17,0.0,0.15,0.0,1.37,1.42,0.0,0.7,1.53,0.37,0.13,0.46,0.34,0.01,0.61,0.73,0.2
2608,0.0,0.0,0.1,0.0,1.55,1.67,0.0,0.6,1.55,0.09,0.13,0.22,0.22,0.07,0.89,1.5,0.2
2609,0.0,0.0,0.0,0.0,1.57,1.96,0.0,0.68,1.54,0.13,0.0,0.13,0.0,0.07,0.81,1.75,0.2
2610,0.06,0.0,0.02,0.0,1.56,2.23,0.0,0.69,1.36,0.1,0.0,0.07,0.0,0.06,0.7,1.8,0.06
2611,0.06,0.0,0.04,0.0,1.61,2.45,0.04,0.77,1.24,0.04,0.03,0.07,0.0,0.0,0.57,1.5,0.1
2612,0.06,0.0,0.04,0.0,1.6,2.18,0.04,0.72,1.23,0.0,0.14,0.0,0.0,0.0,0.61,1.61,0.1
2613,0.0,0.0,0.02,0.0,1.68,2.29,0.04,0.72,1.31,0.0,0.32,0.0,0.0,0.0,0.79,1.55,0.04
2614,0.0,0.0,0.02,0.0,1.71,2.17,0.01,0.52,1.35,0.0,0.6,0.0,0.0,0.0,0.83,1.65,0.0
2615,0.0,0.0,0.02,0.0,1.9,2.21,0.13,0.58,1.4,0.03,0.8,0.05,0.0,0.0,0.78,1.51,0.0
2616,0.07,0.29,0.12,0.0,1.59,1.74,0.13,0.69,1.42,0.4,0.63,0.48,0.16,0.25,0.45,1.06,0.17
2617,0.07,0.29,0.1,0.0,1.62,1.63,0.3,0.82,1.39,0.4,0.49,0.73,0.16,0.33,0.59,1.05,0.17
2618,0.07,0.29,0.1,0.0,1.39,1.27,0.18,0.75,1.25,0.37,0.18,0.71,0.16,0.33,0.52,0.93,0.17
2619,0.25,0.0,0.0,0.0,1.56,1.08,0.18,0.42,0.81,0.0,0.18,0.32,0.0,0.08,0.57,1.12,0.0
2620,0.36,0.0,0.0,0.0,1.37,0.78,0.0,0.31,0.5,0.0,0.0,0.18,0.0,0.0,0.25,0.67,0.0
2621,0.62,0.0,0.0,0.0,1.29,0.93,0.06,0.19,0.33,0.0,0.0,0.35,0.0,0.0,0.22,0.29,0.0
2622,0.66,0.0,0.0,0.0,1.23,1.19,0.12,0.28,0.45,0.0,0.0,0.54,0.0,0.0,0.32,0.11,0.0
2623,0.75,0.0,0.18,0.05,1.16,1.45,0.24,0.3,0.53,0.0,0.03,0.55,0.0,0.0,0.52,0.16,0.0
2624,0.58,0.0,0.2,0.05,1.18,1.46,0.3,0.26,0.62,0.0,0.08,0.46,0.0,0.0,0.46,0.23,0.0
2625,0.29,0.0,0.2,0.2,1.12,1.41,0.24,0.43,0.77,0.0,0.1,0.35,0.0,0.0,0.5,0.23,0.01
2626,0.1,0.0,0.02,0.15,1.1,1.47,0.11,0.53,0.86,0.0,0.26,0.43,0.0,0.0,0.57,0.25,0.02
2627,0.05,0.2,0.12,0.15,0.85,1.4,0.0,0.63,1.04,0.31,0.21,0.95,0.18,0.34,0.45,0.18,0.07
2628,0.05,0.2,0.12,0.0,0.88,1.39,0.0,0.62,1.12,0.31,0.39,0.99,0.17,0.34,0.58,0.41,0.12
2629,0.26,0.2,0.12,0.09,0.95,1.22,0.0,0.58,1.33,0.31,0.3,0.83,0.26,0.34,0.66,0.31,0.12
2630,0.29,0.0,0.0,0.41,1.24,1.38,0.0,0.66,1.28,0.0,0.44,0.36,0.09,0.0,1.09,0.7,0.06
2631,0.32,0.0,0.0,0.43,1.28,1.29,0.0,0.6,1.31,0.0,0.4,0.26,0.09,0.0,1.14,0.9,0.0
2632,0.17,0.0,0.0,0.48,1.21,1.29,0.0,0.56,1.34,0.0,0.41,0.32,0.0,0.0,1.19,1.21,0.0
2633,0.12,0.0,0.0,0.17,1.16,1.13,0.0,0.62,1.48,0.02,0.59,0.18,0.0,0.0,1.19,1.3,0.0
2634,0.24,0.0,0.0,0.16,1.2,1.29,0.0,0.82,1.48,0.28,0.7,0.28,0.0,0.0,1.16,1.28,0.12
2635,0.6,0.18,0.0,0.22,1.24,1.62,0.01,0.93,1.35,0.28,0.8,0.24,0.0,0.0,1.08,1.33,0.12
2636,0.7,0.4,0.0,0.4,1.26,1.95,0.08,0.95,1.26,0.26,0.62,0.21,0.0,0.0,0.97,1.28,0.18
2637,0.56,0.52,0.0,0.38,1.29,2.27,0.22,0.86,1.32,0.0,0.56,0.07,0.0,0.0,0.74,1.22,0.07
2638,0.2,0.53,0.08,0.17,1.05,1.85,0.2,0.7,1.32,0.33,0.36,0.64,0.17,0.37,0.43,0.79,0.21
2639,0.06,0.31,0.08,0.05,0.93,2.05,0.21,0.52,1.31,0.33,0.41,0.64,0.17,0.37,0.23,0.73,0.14
2640,0.05,0.19,0.08,0.05,0.93,1.9,0.07,0.54,1.49,0.68,0.19,0.64,0.17,0.37,0.32,0.37,0.14
2641,0.0,0.0,0.0,0.05,1.33,2.21,0.07,0.82,1.83,0.68,0.19,0.0,0.0,0.0,0.52,0.37,0.0
2642,0.0,0.0,0.01,0.0,1.5,1.62,0.0,0.94,2.05,1.01,0.0,0.07,0.0,0.06,0.4,0.0,0.0
2643,0.0,0.39,0.26,0.0,1.27,1.05,0.0,0.76,1.75,0.92,0.0,0.61,0.17,0.45,0.19,0.0,0.0
2644,0.0,0.49,0.55,0.0,1.08,0.83,0.0,0.46,1.51,0.84,0.0,1.21,0.27,0.93,0.0,0.0,0.26
2645,0.0,0.97,1.02,0.0,0.92,0.84,0.0,0.29,1.34,0.64,0.0,1.76,0.42,1.36,0.0,0.0,0.26
2646,0.0,0.74,1.1,0.0,1.11,1.12,0.0,0.7,1.55,0.5,0.0,1.7,0.27,1.09,0.0,0.05,0.33
2647,0.0,0.5,1.01,0.0,1.29,1.17,0.0,1.61,1.75,0.37,0.0,1.44,0.06,0.34,0.0,0.16,0.21
2660,0.0,0.0,0.64,0.0,0.13,0.0,0.18,0.52,0.43,0.17,0.45,0.66,0.0,0.24,0.16,0.0,0.0
2661,0.19,0.1,1.35,0.0,0.19,0.22,0.18,0.52,0.72,0.23,0.45,1.4,0.0,0.37,0.65,0.01,0.04
2662,0.25,0.2,1.64,0.0,0.1,0.22,0.1,0.23,0.61,0.23,0.24,2.12,0.0,0.27,0.79,0.77,0.06
2663,0.56,0.24,1.83,0.0,0.05,0.34,0.14,0.17,0.43,0.06,0.37,2.32,0.1,0.29,0.79,0.77,0.06
2664,0.75,0.64,1.81,0.0,0.0,0.67,0.14,0.47,0.26,0.11,0.62,2.18,0.1,0.24,0.41,0.79,0.02
2665,0.92,0.54,2.0,0.01,0.0,0.67,0.25,0.73,0.37,0.11,0.62,1.61,0.1,0.24,0.42,0.13,0.0
2666,0.91,0.5,1.7,0.01,0.0,0.55,0.11,0.82,0.39,0.11,0.57,1.43,0.0,0.09,0.42,0.13,0.0
2667,0.65,0.0,1.29,0.01,0.0,0.0,0.12,0.55,0.58,0.0,0.9,1.96,0.0,0.17,0.95,0.56,0.0
2668,0.53,0.0,1.0,0.0,0.0,0.0,0.01,0.52,0.55,0.17,1.06,2.02,0.0,0.19,1.01,0.46,0.0
2669,0.23,0.0,0.6,0.0,0.0,0.0,0.01,0.26,0.5,0.17,0.73,1.49,0.0,0.19,1.01,0.46,0.0
2671,0.5,0.06,0.83,0.18,0.0,0.5,0.22,0.35,0.52,0.06,0.0,0.84,0.09,0.0,0.7,0.92,0.0
2672,0.7,0.06,1.43,0.18,0.0,0.5,0.22,0.49,0.56,0.27,0.11,0.92,0.09,0.04,0.7,1.02,0.0
2674,0.27,0.0,1.31,0.34,0.01,0.0,0.1,0.49,0.39,0.21,0.28,1.03,0.36,0.03,0.08,0.63,0.0
2675,0.19,0.0,0.9,0.34,0.08,0.16,0.15,0.57,0.56,0.0,0.19,1.32,0.36,0.0,0.12,0.79,0.0
2676,0.12,0.0,1.22,0.15,0.07,0.16,0.05,0.63,0.48,0.0,0.2,1.19,0.27,0.1,0.12,0.86,0.01
2677,0.12,0.0,0.67,0.0,0.07,0.16,0.05,0.51,0.47,0.0,0.03,0.7,0.11,0.1,0.03,0.57,0.01
2678,0.0,0.0,0.84,0.12,0.0,0.0,0.0,0.3,0.45,0.0,0.01,0.33,0.11,0.1,0.01,0.3,0.46
2679,0.0,0.0,0.46,0.12,0.0,0.0,0.0,0.24,0.53,0.0,0.0,0.02,0.09,0.0,0.01,0.17,0.45
2680,0.0,0.0,0.46,0.12,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.09,0.0,0.01,0.0,0.45
2682,0.0,0.03,0.07,0.0,0.0,0.17,0.0,0.57,0.26,0.0,0.0,0.08,0.24,0.0,0.0,0.0,0.39
2683,0.0,0.03,0.14,0.0,0.0,0.17,0.0,0.57,0.34,0.0,0.12,0.08,0.37,0.0,0.1,0.08,0.39
2685,0.0,0.31,0.61,0.0,0.0,0.97,0.0,0.31,0.21,0.0,0.14,0.0,0.13,0.0,0.34,0.32,0.12
2687,0.0,0.31,0.88,0.0,0.05,1.02,0.0,0.37,0.3,0.0,0.01,0.16,0.0,0.0,0.94,0.94,0.43
2688,0.0,0.0,0.55,0.0,0.05,1.0,0.0,0.78,0.55,0.0,0.0,0.27,0.0,0.0,1.36,1.2,0.58
2689,0.0,0.0,0.74,0.0,0.09,1.33,0.0,0.64,0.65,0.0,0.0,0.41,0.0,0.0,1.28,1.18,0.29
2690,0.0,0.0,0.53,0.0,0.09,1.2,0.0,0.89,0.68,0.0,0.0,0.25,0.0,0.0,1.03,0.96,0.63
2691,0.0,0.0,0.43,0.0,0.09,0.91,0.0,0.48,0.42,0.0,0.0,0.14,0.0,0.0,0.59,0.46,0.48
2700,0.38,0.0,0.67,0.0,0.0,1.88,0.39,1.07,0.88,1.09,0.25,0.65,0.04,0.0,0.0,0.0,0.0
2701,0.53,0.79,0.7,0.47,0.0,0.63,0.13,0.36,0.29,0.36,0.66,0.59,0.08,0.39,0.0,1.06,0.08
2702,0.87,1.39,0.47,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.53,0.07,0.39,0.13,1.45,0.08
2703,1.26,1.65,0.33,0.74,0.0,0.0,0.08,0.0,0.0,0.0,0.45,0.28,0.07,0.0,0.4,1.5,0.0
2704,1.33,1.54,0.0,0.56,0.0,0.0,0.08,0.0,0.02,0.0,0.25,0.94,0.03,0.0,0.4,1.23,0.0
2705,1.13,1.9,0.04,0.31,0.0,0.0,0.08,0.04,0.15,0.29,0.23,1.49,0.2,0.21,0.28,0.84,0.0
2706,0.91,1.71,0.09,0.13,0.0,0.0,0.0,0.11,0.39,0.39,0.2,2.02,0.45,0.34,0.0,0.28,0.0
