, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
2707,0.88,2.04,0.44,0.0,0.14,0.19,0.14,0.31,0.89,0.77,0.25,1.64,0.45,0.34,0.0,0.0,0.0
2708,0.72,1.07,0.69,0.0,0.14,0.49,0.14,0.27,0.8,0.49,0.44,1.46,0.28,0.31,0.0,0.47,0.0
2709,0.49,0.75,0.63,0.0,0.14,0.59,0.14,0.2,0.67,0.5,0.44,1.18,0.03,0.51,0.07,0.91,0.0
2710,0.22,0.0,0.46,0.0,0.0,1.19,0.06,0.25,0.47,0.5,0.19,1.02,0.1,0.51,0.07,0.91,0.06
2711,0.13,0.0,0.44,0.0,0.0,0.89,0.06,0.4,0.61,0.9,0.0,0.75,0.14,0.32,0.31,0.79,0.16
2712,0.13,0.0,0.69,0.0,0.0,1.24,0.06,0.58,0.71,1.06,0.0,0.55,0.14,0.0,0.3,0.62,0.16
2713,0.01,0.0,0.54,0.0,0.0,1.22,0.0,0.56,0.54,1.19,0.03,0.58,0.04,0.06,0.33,0.86,0.1
2714,0.01,0.08,0.62,0.0,0.0,1.44,0.04,0.42,0.48,1.27,0.03,0.4,0.01,0.12,0.28,0.54,0.01
2715,0.0,0.08,0.8,0.0,0.0,1.22,0.14,0.32,0.4,1.48,0.03,0.32,0.01,0.12,0.32,0.59,0.01
2716,0.0,0.08,1.2,0.0,0.01,1.07,0.27,0.26,0.28,1.36,0.0,0.13,0.01,0.05,0.34,0.35,0.0
2717,0.01,0.0,1.28,0.0,0.01,1.5,0.22,0.31,0.19,1.31,0.0,0.08,0.0,0.0,0.32,0.42,0.0
2718,0.01,0.0,0.99,0.0,0.01,1.71,0.13,0.62,0.3,1.28,0.16,0.13,0.0,0.03,0.4,0.19,0.0
2719,0.01,0.0,0.78,0.0,0.0,1.36,0.0,0.62,0.45,1.16,0.16,0.1,0.0,0.03,0.65,0.46,0.0
2720,0.12,0.0,0.8,0.0,0.0,1.31,0.02,0.57,0.49,0.98,0.25,0.12,0.0,0.11,0.7,0.73,0.12
2721,0.12,0.0,0.95,0.0,0.0,0.98,0.02,0.3,0.48,0.57,0.09,0.08,0.01,0.09,0.7,1.41,0.12
2722,0.12,0.0,1.16,0.0,0.0,0.99,0.04,0.31,0.47,0.56,0.09,0.16,0.01,0.09,0.63,1.38,0.26
2723,0.0,0.0,1.12,0.0,0.0,0.38,0.02,0.34,0.59,0.55,0.0,0.19,0.01,0.0,0.64,1.02,0.46
2724,0.08,0.0,1.33,0.0,0.0,0.62,0.11,0.39,0.55,0.85,0.0,0.15,0.0,0.0,0.56,0.33,0.75
2725,0.14,0.0,1.22,0.0,0.0,0.73,0.09,0.47,0.56,1.04,0.0,0.07,0.0,0.0,0.6,0.09,0.74
2726,0.14,0.0,1.18,0.0,0.0,1.02,0.09,0.63,0.54,1.27,0.04,0.0,0.01,0.0,0.59,0.09,0.55
2727,0.07,0.0,1.05,0.0,0.0,0.87,0.0,0.58,0.59,1.43,0.06,0.0,0.01,0.0,0.72,0.0,0.59
2728,0.0,0.0,0.96,0.0,0.0,0.48,0.0,0.35,0.65,1.44,0.09,0.0,0.01,0.0,0.62,0.0,0.71
2729,0.0,0.0,0.77,0.0,0.0,0.48,0.0,0.16,0.7,1.59,0.25,0.18,0.0,0.0,0.49,0.0,0.62
2730,0.0,0.0,0.82,0.0,0.0,0.59,0.0,0.04,0.69,1.73,0.29,0.2,0.07,0.0,0.3,0.0,0.41
2731,0.0,0.0,0.83,0.0,0.0,0.74,0.0,0.02,0.65,1.94,0.26,0.35,0.22,0.0,0.26,0.0,0.22
2732,0.11,0.0,0.67,0.0,0.0,0.46,0.0,0.02,0.44,1.33,0.2,0.81,0.22,0.2,0.18,0.99,0.17
2733,0.11,0.0,0.45,0.0,0.0,0.16,0.0,0.22,0.39,1.34,0.13,0.96,0.15,0.26,0.26,1.04,0.05
2734,0.12,0.0,0.29,0.0,0.0,0.27,0.0,0.42,0.35,1.3,0.13,0.94,0.09,0.26,0.27,1.07,0.0
2735,0.01,0.0,0.5,0.0,0.0,0.64,0.0,0.69,0.54,2.0,0.0,0.38,0.18,0.06,0.36,0.08,0.0
2736,0.01,0.0,0.52,0.0,0.0,0.98,0.0,0.77,0.56,1.91,0.0,0.27,0.18,0.0,0.35,0.09,0.04
2737,0.0,0.0,0.69,0.0,0.0,0.85,0.0,0.8,0.53,1.9,0.0,0.18,0.09,0.0,0.33,0.15,0.12
2738,0.0,0.1,0.83,0.0,0.0,0.53,0.08,0.73,0.48,1.73,0.0,0.17,0.0,0.0,0.38,0.36,0.12
2739,0.0,0.1,1.05,0.0,0.0,0.6,0.08,0.7,0.49,1.55,0.0,0.11,0.0,0.11,0.33,0.51,0.07
2740,0.0,0.21,1.33,0.0,0.0,0.78,0.26,0.58,0.44,1.34,0.0,0.07,0.0,0.11,0.36,0.69,0.0
2741,0.0,0.11,1.6,0.0,0.0,0.92,0.4,0.62,0.5,0.86,0.0,0.0,0.0,0.11,0.62,1.04,0.0
2742,0.0,0.11,1.25,0.0,0.0,0.51,0.43,0.48,0.47,0.47,0.0,0.0,0.03,0.0,1.01,1.47,0.15
2743,0.24,0.0,0.78,0.0,0.0,0.2,0.25,0.36,0.38,0.05,0.38,0.51,0.03,0.08,0.87,2.14,0.15
2744,0.26,0.0,0.29,0.39,0.0,0.0,0.02,0.12,0.18,0.0,0.55,0.91,0.03,0.29,0.46,2.49,0.15
2745,0.43,0.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,0.0,0.6,0.0,2.88,0.0
2746,0.19,0.0,0.63,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.29,0.0,0.87,0.0,3.14,0.0
2747,0.27,0.0,0.54,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.45,0.11,0.76,0.0,3.35,0.0
2748,0.28,0.0,0.09,1.59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.69,0.34,0.32,0.0,3.37,0.0
2749,0.0,0.0,0.02,0.11,0.82,0.84,0.0,1.29,1.47,1.19,0.0,0.93,0.0,0.0,0.0,0.04,0.0
2750,0.15,0.0,0.02,0.08,0.99,0.91,0.0,1.14,1.33,0.78,0.12,0.97,0.0,0.3,0.33,0.48,0.0
2751,0.19,0.0,0.23,0.04,0.97,0.64,0.0,1.14,1.32,0.45,0.12,1.18,0.0,0.56,0.33,0.63,0.0
2752,0.19,0.0,0.36,0.0,0.93,0.46,0.02,1.09,1.2,0.32,0.12,1.41,0.15,0.75,0.0,0.36,0.0
2753,0.04,0.0,0.47,0.0,1.08,0.57,0.03,1.11,1.32,0.57,0.0,1.34,0.29,0.63,0.0,0.27,0.0
2754,0.0,0.0,0.39,0.0,1.25,0.89,0.04,1.03,1.25,0.75,0.0,1.24,0.42,0.55,0.0,0.14,0.0
2755,0.0,0.0,0.4,0.0,1.27,0.94,0.02,1.01,1.27,0.75,0.0,1.23,0.4,0.54,0.0,0.14,0.0
2756,0.01,0.0,0.27,0.28,1.29,1.03,0.01,1.07,1.44,0.69,0.0,0.87,0.25,0.43,0.04,0.08,0.0
2757,0.01,0.0,0.14,0.45,1.33,1.01,0.01,1.08,1.62,0.58,0.0,0.48,0.13,0.34,0.15,0.12,0.0
2758,0.01,0.0,0.09,0.45,1.31,1.24,0.0,0.98,1.72,0.39,0.0,0.06,0.0,0.31,0.15,0.08,0.0
2759,0.0,0.0,0.16,0.17,1.24,1.41,0.0,0.77,1.66,0.26,0.0,0.02,0.0,0.41,0.11,0.08,0.0
2760,0.0,0.0,0.16,0.0,1.15,1.64,0.0,0.6,1.33,0.21,0.18,0.48,0.1,0.4,0.0,0.28,0.0
2761,0.0,0.0,0.23,0.0,1.17,1.52,0.07,0.59,1.29,0.3,0.18,0.48,0.1,0.43,0.06,0.28,0.07
2762,0.0,0.0,0.34,0.0,1.19,1.34,0.1,0.66,1.26,0.44,0.18,0.48,0.1,0.37,0.13,0.28,0.09
2763,0.0,0.0,0.49,0.0,1.19,1.16,0.1,0.74,1.51,0.63,0.03,0.13,0.0,0.3,0.13,0.0,0.17
2764,0.0,0.0,0.49,0.03,1.14,1.07,0.03,0.79,1.52,0.82,0.09,0.24,0.0,0.16,0.07,0.0,0.13
2765,0.0,0.0,0.39,0.03,1.03,1.06,0.06,0.8,1.28,0.74,0.41,0.73,0.27,0.09,0.0,0.15,0.1
2766,0.0,0.0,0.32,0.02,1.05,1.23,0.06,0.97,1.25,0.82,0.46,0.71,0.42,0.07,0.26,0.28,0.03
2767,0.0,0.0,0.26,0.0,1.13,1.36,0.06,1.13,1.25,0.9,0.56,0.64,0.52,0.04,0.54,0.43,0.0
2768,0.0,0.0,0.25,0.0,1.27,1.44,0.0,1.3,1.5,1.21,0.37,0.17,0.28,0.0,0.81,0.38,0.0
2769,0.0,0.0,0.16,0.0,1.29,1.55,0.0,1.28,1.52,1.05,0.33,0.06,0.13,0.0,0.89,0.25,0.32
2770,0.0,0.0,0.08,0.0,1.23,1.73,0.0,1.26,1.5,0.79,0.17,0.03,0.06,0.0,0.87,0.11,0.64
2771,0.04,0.0,0.0,0.0,1.05,1.5,0.0,1.12,1.42,0.38,0.21,0.0,0.13,0.0,1.05,0.0,1.04
2772,0.09,0.0,0.0,0.0,0.88,1.11,0.0,1.02,1.36,0.18,0.25,0.0,0.19,0.0,1.19,0.0,1.13
2773,0.09,0.0,0.0,0.07,0.81,0.93,0.0,1.17,1.43,0.42,0.25,0.27,0.18,0.0,0.93,0.08,0.82
2774,0.04,0.0,0.0,0.07,0.84,1.0,0.0,1.1,1.28,0.42,0.29,0.31,0.35,0.0,1.06,0.21,0.83
2775,0.0,0.0,0.0,0.07,0.89,1.1,0.0,1.04,1.13,0.42,0.47,0.33,0.53,0.0,1.18,0.32,0.83
2776,0.07,0.0,0.0,0.0,0.73,0.93,0.02,0.63,0.82,0.0,0.5,0.1,0.53,0.0,1.74,0.62,1.2
2777,0.1,0.0,0.0,0.0,0.6,0.94,0.04,0.49,0.77,0.0,0.29,0.09,0.26,0.0,1.7,0.86,1.21
2778,0.14,0.0,0.0,0.0,0.47,0.8,0.07,0.36,0.72,0.0,0.03,0.13,0.0,0.0,1.65,1.17,1.23
2779,0.11,0.0,0.0,0.0,0.47,0.76,0.1,0.33,0.71,0.0,0.0,0.14,0.0,0.0,1.63,1.19,1.32
2780,0.08,0.0,0.0,0.08,0.5,0.89,0.07,0.36,0.72,0.0,0.13,0.32,0.02,0.0,1.49,1.12,1.1
2781,0.05,0.0,0.0,0.2,0.53,1.08,0.04,0.38,0.73,0.0,0.22,0.4,0.02,0.0,1.35,1.03,0.89
2782,0.01,0.0,0.0,0.2,0.66,1.29,0.0,0.41,0.84,0.01,0.22,0.52,0.12,0.0,1.27,1.15,0.62
2783,0.0,0.0,0.0,0.12,0.77,1.31,0.0,0.4,0.94,0.01,0.1,0.46,0.23,0.0,1.33,1.39,0.61
2784,0.0,0.0,0.0,0.03,0.91,1.34,0.0,0.87,1.25,0.41,0.0,0.61,0.23,0.0,0.93,1.06,0.38
2785,0.0,0.0,0.06,0.03,0.9,1.44,0.0,1.04,1.22,0.39,0.0,0.56,0.23,0.0,1.14,1.16,0.31
2786,0.0,0.0,0.12,0.03,0.9,1.53,0.0,1.21,1.18,0.39,0.0,0.55,0.2,0.0,1.33,1.23,0.2
2787,0.02,0.05,0.12,0.0,0.91,1.85,0.31,1.05,0.95,0.05,0.0,0.39,0.42,0.0,2.11,1.91,0.2
2788,0.04,0.15,0.06,0.0,0.96,1.95,0.63,1.22,0.96,0.08,0.0,0.34,0.54,0.0,2.23,1.95,0.09
2789,0.05,0.25,0.0,0.0,1.02,2.14,0.93,1.4,0.99,0.12,0.0,0.27,0.66,0.0,2.36,1.98,0.0
2790,0.03,0.29,0.0,0.02,1.02,2.06,0.92,1.42,0.97,0.12,0.0,0.25,0.64,0.0,2.36,1.97,0.0
2791,0.02,0.2,0.0,0.02,0.85,1.92,0.65,1.03,0.84,0.09,0.0,0.27,0.58,0.0,2.02,1.68,0.02
2792,0.0,0.09,0.0,0.02,0.69,1.71,0.42,0.67,0.7,0.05,0.0,0.25,0.5,0.0,1.71,1.43,0.02
2793,0.0,0.0,0.0,0.0,0.49,1.49,0.14,0.29,0.51,0.0,0.0,0.35,0.3,0.0,1.11,0.93,0.02
2794,0.0,0.0,0.0,0.0,0.44,1.37,0.08,0.28,0.47,0.0,0.0,0.47,0.15,0.0,0.84,0.74,0.0
2795,0.0,0.0,0.0,0.11,0.58,1.38,0.01,0.73,0.82,0.4,0.0,0.69,0.0,0.0,0.37,0.38,0.0
2796,0.02,0.0,0.0,0.11,0.53,1.18,0.03,0.76,0.87,0.4,0.02,0.66,0.07,0.0,0.83,0.43,0.0
2797,0.04,0.0,0.02,0.11,0.5,1.12,0.06,0.81,0.9,0.4,0.06,0.61,0.17,0.0,1.26,0.54,0.0
2798,0.2,0.15,0.09,0.0,0.28,0.76,0.06,0.46,0.65,0.0,0.07,0.47,0.17,0.0,2.1,0.99,0.0
2799,0.35,0.34,0.16,0.04,0.27,0.7,0.03,0.58,0.74,0.0,0.1,0.44,0.1,0.0,2.33,1.24,0.0
2800,0.46,0.46,0.2,0.04,0.27,0.5,0.0,0.72,0.87,0.0,0.1,0.45,0.0,0.0,2.56,1.41,0.0
2801,0.42,0.44,0.19,0.06,0.27,0.5,0.0,0.76,0.87,0.0,0.15,0.49,0.0,0.0,2.56,1.39,0.0
2802,0.24,0.26,0.11,0.08,0.23,0.31,0.0,0.63,0.86,0.0,0.09,0.49,0.0,0.0,2.69,1.3,0.05
2803,0.13,0.14,0.05,0.08,0.16,0.15,0.0,0.46,0.84,0.0,0.06,0.46,0.0,0.0,2.75,1.26,0.09
2804,0.0,0.0,0.0,0.06,0.06,0.12,0.0,0.26,0.68,0.0,0.01,0.45,0.0,0.0,2.81,1.19,0.09
2805,0.01,0.0,0.0,0.0,0.02,0.26,0.0,0.26,0.55,0.0,0.01,0.46,0.0,0.0,2.69,1.19,0.03
2806,0.01,0.0,0.0,0.0,0.28,0.63,0.0,0.67,0.82,0.35,0.0,0.63,0.0,0.0,1.77,0.77,0.0
2807,0.01,0.0,0.1,0.0,0.28,0.59,0.0,0.64,0.79,0.35,0.0,0.52,0.0,0.0,1.69,1.1,0.29
2808,0.0,0.0,0.23,0.0,0.28,0.51,0.0,0.55,0.76,0.35,0.0,0.41,0.0,0.0,1.58,1.4,0.61
2809,0.0,0.0,0.25,0.0,0.0,0.15,0.0,0.05,0.23,0.0,0.0,0.31,0.0,0.0,1.62,2.12,0.85
2810,0.03,0.0,0.21,0.0,0.0,0.06,0.0,0.01,0.12,0.0,0.0,0.43,0.0,0.0,0.83,2.15,0.81
2811,0.05,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.06,2.17,0.77
2812,0.07,0.0,0.18,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.02,2.19,0.82
2813,0.06,0.0,0.12,0.0,0.0,0.23,0.0,0.0,0.06,0.0,0.0,0.43,0.0,0.02,0.19,1.89,0.8
2814,0.05,0.0,0.06,0.0,0.0,0.44,0.0,0.0,0.14,0.0,0.04,0.32,0.0,0.05,0.35,1.62,0.79
2815,0.02,0.0,0.01,0.0,0.02,0.55,0.0,0.0,0.26,0.0,0.04,0.25,0.0,0.05,0.9,1.47,0.67
2816,0.01,0.0,0.04,0.0,0.03,0.45,0.0,0.0,0.33,0.0,0.04,0.27,0.0,0.02,1.25,1.66,0.62
2817,0.0,0.0,0.04,0.08,0.36,0.74,0.0,0.45,0.87,0.25,0.02,0.46,0.0,0.0,1.1,1.34,0.36
2818,0.0,0.0,0.17,0.08,0.36,0.78,0.07,0.71,0.98,0.25,0.02,0.36,0.0,0.0,1.23,1.12,0.36
2819,0.06,0.0,0.33,0.08,0.35,0.9,0.07,0.98,1.06,0.25,0.05,0.27,0.05,0.0,1.35,0.98,0.34
2820,0.06,0.0,0.43,0.0,0.16,0.78,0.07,0.71,0.82,0.0,0.03,0.0,0.23,0.0,1.92,1.26,0.49
2821,0.06,0.0,0.39,0.0,0.28,0.97,0.0,0.63,0.97,0.0,0.03,0.0,0.41,0.0,1.86,1.26,0.45
2822,0.0,0.0,0.32,0.0,0.42,1.1,0.0,0.53,1.14,0.0,0.0,0.0,0.57,0.0,1.82,1.17,0.38
2823,0.0,0.0,0.3,0.0,0.41,1.05,0.0,0.52,1.14,0.0,0.0,0.0,0.6,0.0,1.86,1.19,0.31
2824,0.0,0.0,0.34,0.0,0.51,1.2,0.0,0.78,1.27,0.0,0.21,0.16,0.46,0.0,1.66,1.21,0.37
2825,0.0,0.0,0.35,0.0,0.61,1.34,0.01,1.04,1.39,0.0,0.38,0.35,0.25,0.0,1.44,1.2,0.46
2826,0.0,0.0,0.38,0.0,0.77,1.52,0.01,1.27,1.47,0.08,0.38,0.35,0.04,0.0,1.13,1.11,0.66
2827,0.0,0.0,0.34,0.0,0.82,1.49,0.01,1.23,1.43,0.24,0.17,0.2,0.0,0.0,1.0,1.1,0.72
2828,0.0,0.0,0.22,0.14,0.93,1.25,0.0,1.35,1.57,0.54,0.0,0.24,0.0,0.0,0.61,0.76,0.52
2829,0.0,0.0,0.24,0.14,0.92,0.88,0.0,1.23,1.68,0.47,0.02,0.24,0.07,0.0,0.81,0.55,0.32
2830,0.0,0.0,0.32,0.14,0.92,0.48,0.0,1.12,1.78,0.36,0.04,0.24,0.17,0.0,1.13,0.34,0.25
2831,0.0,0.0,0.55,0.0,1.0,0.65,0.0,0.86,1.74,0.16,0.12,0.0,0.17,0.0,1.74,0.45,0.25
2832,0.05,0.0,0.64,0.0,1.15,0.82,0.0,0.92,1.79,0.36,0.09,0.0,0.21,0.0,1.8,0.47,0.18
2833,0.05,0.0,0.71,0.0,1.31,1.07,0.0,0.95,1.87,0.52,0.08,0.0,0.12,0.0,1.72,0.45,0.0
2834,0.06,0.0,0.74,0.0,1.33,0.98,0.0,0.94,1.91,0.64,0.0,0.0,0.13,0.0,1.67,0.46,0.0
2835,0.02,0.0,0.63,0.0,1.27,1.23,0.0,1.12,1.81,0.8,0.0,0.0,0.02,0.0,1.53,0.44,0.0
2836,0.02,0.0,0.49,0.0,1.18,1.43,0.0,1.31,1.67,0.97,0.0,0.07,0.01,0.0,1.38,0.34,0.0
2837,0.04,0.05,0.31,0.0,1.0,1.55,0.01,1.36,1.57,1.05,0.0,0.1,0.0,0.0,1.21,0.18,0.0
2838,0.08,0.12,0.22,0.0,0.88,1.5,0.01,1.23,1.59,1.06,0.0,0.12,0.0,0.0,1.25,0.06,0.0
2839,0.08,0.12,0.1,0.32,0.98,1.23,0.01,1.08,1.79,1.16,0.0,0.13,0.0,0.0,1.16,0.21,0.0
2840,0.26,0.15,0.13,0.32,1.02,1.22,0.0,0.99,1.7,0.91,0.08,0.27,0.0,0.15,0.86,0.21,0.0
2841,0.52,0.34,0.31,0.32,1.09,1.18,0.01,0.98,1.61,0.79,0.1,0.41,0.0,0.25,0.45,0.21,0.0
2842,0.79,0.55,0.48,0.0,0.94,1.12,0.05,0.96,1.42,0.38,0.14,0.62,0.0,0.34,0.4,0.0,0.0
2843,0.86,0.68,0.53,0.0,0.97,0.98,0.11,1.01,1.5,0.45,0.11,0.74,0.0,0.26,0.59,0.0,0.0
2844,0.81,0.61,0.5,0.0,0.99,0.94,0.11,0.95,1.57,0.31,0.21,0.83,0.0,0.22,0.76,0.0,0.0
2845,0.8,0.63,0.49,0.0,1.02,1.06,0.11,0.89,1.57,0.28,0.28,0.82,0.0,0.18,0.74,0.0,0.0
2846,0.76,0.67,0.42,0.0,0.92,1.05,0.15,0.88,1.57,0.22,0.3,0.62,0.0,0.22,0.46,0.0,0.0
2847,0.7,0.71,0.28,0.0,0.79,0.72,0.22,0.87,1.57,0.19,0.22,0.42,0.0,0.27,0.24,0.0,0.0
2848,0.55,0.67,0.12,0.0,0.6,0.73,0.19,1.05,1.57,0.38,0.24,0.22,0.0,0.42,0.0,0.0,0.0
2849,0.46,0.64,0.04,0.0,0.49,0.7,0.09,1.21,1.57,0.57,0.36,0.23,0.0,0.51,0.0,0.0,0.0
2850,0.28,0.7,0.11,0.27,0.76,1.03,0.0,1.32,1.72,0.93,0.32,0.16,0.0,0.4,0.43,0.03,0.0
2851,0.44,0.73,0.11,0.27,0.76,0.97,0.0,1.12,1.77,1.0,0.28,0.47,0.0,0.54,0.43,0.03,0.0
2852,0.54,0.84,0.12,0.31,0.77,1.06,0.0,1.0,1.86,1.12,0.19,0.74,0.0,0.59,0.43,0.03,0.0
2853,0.59,0.57,0.02,0.04,0.45,1.03,0.0,0.87,1.74,0.89,0.28,1.05,0.0,0.86,0.0,0.0,0.0
2854,0.39,0.35,0.02,0.04,0.48,1.13,0.0,0.9,1.75,0.8,0.32,0.95,0.0,0.81,0.0,0.0,0.0
2855,0.24,0.02,0.0,0.0,0.51,1.16,0.02,0.82,1.68,0.62,0.33,0.9,0.0,0.88,0.0,0.0,0.0
2856,0.3,0.0,0.0,0.0,0.51,1.17,0.04,0.79,1.67,0.63,0.37,0.91,0.0,0.9,0.0,0.0,0.0
2857,0.22,0.09,0.0,0.05,0.59,1.42,0.04,0.86,1.64,0.56,0.25,0.83,0.0,0.84,0.0,0.0,0.0
2858,0.12,0.09,0.0,0.14,0.65,1.64,0.02,0.97,1.62,0.51,0.14,0.76,0.0,0.78,0.0,0.0,0.0
2859,0.16,0.35,0.11,0.14,0.84,1.91,0.0,0.97,1.65,0.45,0.0,0.74,0.0,0.74,0.0,0.0,0.0
2860,0.34,0.39,0.2,0.1,0.95,1.9,0.0,0.88,1.7,0.37,0.0,0.84,0.0,0.77,0.0,0.0,0.0
2861,0.54,0.38,0.27,0.0,1.07,1.82,0.0,0.81,1.74,0.23,0.0,0.94,0.0,0.81,0.0,0.0,0.0
2862,0.39,0.79,1.02,0.0,0.0,0.0,0.18,1.43,0.57,0.0,0.7,0.95,0.02,0.0,1.42,2.18,0.22
2863,0.13,0.26,1.13,0.0,0.0,0.0,0.06,0.52,0.5,0.04,0.23,1.18,0.11,0.0,1.78,2.13,0.07
2864,0.06,0.07,1.28,0.0,0.0,0.0,0.0,0.12,0.45,0.05,0.0,1.3,0.15,0.0,1.94,2.07,0.0
2865,0.14,0.17,1.36,0.0,0.0,0.0,0.0,0.19,0.43,0.05,0.0,1.32,0.2,0.0,1.9,1.95,0.0
2866,0.22,0.26,1.43,0.0,0.0,0.0,0.0,0.21,0.42,0.05,0.0,1.27,0.16,0.0,1.94,1.95,0.0
2867,0.29,0.18,1.49,0.0,0.07,0.0,0.0,0.52,0.75,0.3,0.0,1.03,0.11,0.0,1.56,1.73,0.0
2868,0.33,0.09,1.58,0.0,0.15,0.0,0.0,0.83,1.05,0.55,0.0,0.78,0.06,0.0,1.13,1.45,0.0
2869,0.24,0.0,1.51,0.0,0.27,0.0,0.0,1.15,1.42,0.8,0.0,0.69,0.0,0.0,0.81,1.33,0.0
2870,0.11,0.0,1.42,0.0,0.31,0.0,0.07,1.02,1.46,0.83,0.0,0.78,0.0,0.0,0.95,1.38,0.0
2871,0.0,0.0,1.25,0.02,0.29,0.0,0.12,0.91,1.55,0.89,0.0,0.94,0.0,0.0,1.18,1.52,0.0
2872,0.16,0.3,1.27,0.02,0.17,0.0,0.18,1.13,1.31,0.63,0.0,0.73,0.0,0.0,1.12,1.12,0.07
2873,0.18,0.3,1.41,0.02,0.15,0.0,0.12,1.11,1.28,0.47,0.08,0.86,0.0,0.0,1.03,1.04,0.07
2874,0.23,0.3,1.48,0.03,0.09,0.0,0.06,0.92,1.05,0.15,0.08,0.79,0.0,0.0,0.57,0.8,0.07
2875,0.14,0.0,1.4,0.18,0.09,0.0,0.0,0.44,1.07,0.15,0.11,0.97,0.0,0.01,0.34,1.26,0.0
2876,0.12,0.0,1.16,0.18,0.0,0.0,0.0,0.39,0.93,0.0,0.04,0.73,0.18,0.01,0.17,1.45,0.0
2877,0.07,0.0,1.04,0.15,0.0,0.0,0.0,0.54,0.99,0.0,0.04,0.67,0.36,0.01,0.33,1.76,0.0
2878,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.66,1.08,0.07,0.01,0.52,0.36,0.0,0.4,1.84,0.0
2879,0.07,0.0,1.02,0.0,0.0,0.0,0.0,0.69,1.06,0.07,0.13,0.43,0.19,0.0,0.26,1.7,0.0
2880,0.08,0.0,1.17,0.0,0.0,0.0,0.0,0.73,1.12,0.07,0.15,0.39,0.03,0.0,0.11,1.63,0.0
2881,0.05,0.0,1.19,0.0,0.0,0.0,0.0,0.56,1.06,0.0,0.21,0.55,0.03,0.0,0.0,1.5,0.0
2882,0.01,0.0,1.15,0.0,0.0,0.0,0.0,0.41,1.05,0.0,0.1,0.75,0.03,0.0,0.0,1.58,0.0
2883,0.05,0.22,0.97,0.0,0.0,0.0,0.0,0.38,0.72,0.0,0.21,0.96,0.0,0.0,0.04,1.47,0.0
2884,0.13,0.22,1.09,0.0,0.0,0.0,0.02,0.47,0.66,0.0,0.15,0.96,0.0,0.0,0.04,1.43,0.0
2885,0.24,0.22,1.25,0.0,0.0,0.0,0.02,0.61,0.69,0.0,0.14,0.99,0.0,0.0,0.06,1.58,0.0
2886,0.3,0.1,1.26,0.0,0.02,0.0,0.02,0.69,1.05,0.28,0.0,0.75,0.18,0.0,0.33,1.7,0.0
2887,0.21,0.1,1.11,0.0,0.09,0.0,0.0,0.8,1.2,0.52,0.0,0.67,0.22,0.0,0.74,1.82,0.0
2888,0.11,0.14,0.81,0.02,0.13,0.0,0.0,0.9,1.29,0.78,0.0,0.47,0.22,0.0,1.1,1.67,0.0
2889,0.0,0.16,0.77,0.02,0.19,0.0,0.0,0.94,1.41,0.77,0.0,0.42,0.04,0.1,0.87,1.58,0.0
2890,0.0,0.2,0.63,0.02,0.21,0.0,0.08,0.84,1.48,0.73,0.0,0.34,0.0,0.13,0.63,1.35,0.0
2891,0.0,0.29,0.58,0.0,0.39,0.0,0.08,0.88,1.59,0.93,0.03,0.34,0.31,0.26,0.44,1.0,0.0
2892,0.0,0.42,0.41,0.12,0.47,0.0,0.08,0.69,1.52,0.74,0.09,0.52,0.31,0.31,0.94,1.01,0.17
2893,0.0,0.53,0.38,0.2,0.55,0.0,0.0,0.7,1.51,0.62,0.13,0.64,0.31,0.39,1.36,1.1,0.24
2894,0.08,0.56,0.67,0.2,0.34,0.0,0.0,0.69,1.15,0.28,0.15,0.51,0.0,0.26,1.67,1.18,0.24
2895,0.08,0.34,0.9,0.08,0.48,0.0,0.0,0.59,1.31,0.71,0.18,0.64,0.11,0.16,1.42,0.98,0.12
2896,0.08,0.19,0.91,0.0,0.48,0.0,0.0,0.41,1.45,0.94,0.13,0.5,0.11,0.2,1.41,0.81,0.06
2897,0.0,0.15,0.74,0.07,0.6,0.0,0.0,0.08,1.77,1.24,0.09,0.79,0.11,0.28,1.41,1.05,0.24
2898,0.0,0.13,0.6,0.07,0.56,0.17,0.0,0.08,1.61,1.11,0.16,0.67,0.0,0.31,1.31,1.38,0.28
2899,0.0,0.13,0.63,0.07,0.61,0.36,0.0,0.13,1.53,1.16,0.27,0.68,0.0,0.2,1.05,1.65,0.36
2900,0.0,0.0,0.62,0.0,0.72,0.61,0.0,0.28,1.51,1.08,0.4,0.39,0.04,0.21,0.98,1.35,0.18
2901,0.0,0.0,0.78,0.03,0.71,0.85,0.0,0.36,1.46,1.24,0.25,0.35,0.04,0.17,0.84,0.94,0.1
